Site Number,Location Description,Site Type,Directory,Map reference,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
110,CANTERBURY NR CRESTVIEW,AMBU SIG,Melway,052A08,,,,
1110,PHE/HIMBECK/AMBULANCE,AMBU SIG,,,,,,
1300,PHE/RICHARDSON ST,AMBU SIG,,,,,,
