SCATS_ID,Station_Name
4698,CENTRE/HAUGHTON/CARINISH
4698,CENTRE/HAUGHTON/CARINISH
3441,CENTRE/JASPER
3189,CENTRE/KNIGHT
4615,CENTRE/MACKIE
4700,CENTRE/MCNAUGHTON/KOMBI
2349,CENTRE/MONASH MEDICAL CENTRE
2960,CENTRE/SPRINGS
3959,CENTRE/THOMAS
4610,CENTRE/TUCKER
3694,CENTRE/WARRIGAL
3847,CHADSTONE NR ABBOTSFORD
2486,CHADSTONE SHOPPING CENTRE POS AT ENT 1
2483,CHADSTONE SHOPPING CENTRE WEST MALL
3851,CHADSTONE/EXIT CHAD SHOPS
2824,CHANDLER HWY NR YARRA BLVD
2823,CHANDLER HWY/EAST FWY E OFF
2822,CHANDLER HWY/EAST FWY E ON
2821,CHANDLER HWY/EAST FWY WB
2820,CHANDLER HWY/PRINCESS ST
1375,CHANDLER NR GENISTA
644,CHANDLER NR ISAAC
877,CHANDLER ROAD / KMART
954,CHANDLER/DOUGLAS/RAILWAY
954,CHANDLER/DOUGLAS/RAILWAY
6199,CHAPEL (MCIVOR HWY)/HARGREAVES
4773,CHAPEL NR KING
4738,CHAPEL NR MADDOCK
4774,CHAPEL NR UNION
4740,CHAPEL/ALEXANDRA/CHURCH
4845,CHAPEL/ALMA
4851,CHAPEL/CARLISLE
4772,CHAPEL/CHATHAM/PRINCES
4737,CHAPEL/DALY
4770,CHAPEL/GARDEN (*** USE 4771 ***)
4848,CHAPEL/INKERMAN
3654,CHAPEL/MALCOLM
3917,CHAPEL/PALERMO
4771,CHAPEL/WILSON/GARDEN
1191,CHARLES GRIMES BRIDGE OFF RAMP
2521,CHARLES ST NR VICTORIA ST
6204,CHARLESTON/NOLAN
4627,CHARMAN NR GLEBE
2348,CHARMAN NR STATION
4626,CHARMAN/PARK
1019,CHELTENHAM/ALLAN
668,CHELTENHAM/BENNET
3146,CHELTENHAM/BUNNINGS ACCESS RD
979,CHELTENHAM/CAMBRIA
670,CHELTENHAM/CHANDLER
923,CHELTENHAM/CORRIGAN
269,CHELTENHAM/DINGLEY/SINCLAIR
3150,CHELTENHAM/FIVEWAYS/LAKE VIEW
650,CHELTENHAM/FOSTER/THOMAS
651,CHELTENHAM/HAMMOND
564,CHELTENHAM/KENEALLY
924,CHELTENHAM/KINGSCLERE
963,CHELTENHAM/PARKMORE SHOP CENTRE
5289,CHERRY NR WATTON
5260,CHERRY/RAILWAY
3045,CHESTER nr EATON
4637,CHESTERVILLE NR RADCLIFFE
4625,CHESTERVILLE/ARGUS/TENNYSON
4624,CHESTERVILLE/BERNARD
4635,CHESTERVILLE/COCHRANES
4617,CHESTERVILLE/WICKHAM/KEYS
2776,CHILDS NR BEAUMONT
2777,CHILDS NR SUPPLY
2809,CHILDS RD/BETULA AVE
2808,CHILDS RD/PRINCE OF WALES AVE
2779,CHILDS/REDLEAP
2772,CHILDS/STABLES SHOPPING CENTRE
5220,CHURCH NR BAYVIEW
4829,CHURCH NR BROUGHAM
4828,CHURCH NR CAMERON
3548,CHURCH NR CARPENTER
4152,CHURCH NR GIBBONS
4282,CHURCH NR GROVE
3864,CHURCH NR HOWARD                     VM9
3547,CHURCH NR ST ANDREWS
3860,CHURCH/BALMAIN/COTTER
4824,CHURCH/ELIZABETH/BAKER
4826,CHURCH/HIGHETT
5080,CHURCH/MINERVA
4808,CHURCH/SWAN
5152,CHURCH/VINES
5226,CHURCH/WEDDELL
3629,CHURCHILL NR BRAYBROOK COMMUNITY CENTRE
2620,CHURCHILL NR DOBSON
3348,CHUTE NR INGLES
1401,CITY LINK/GIBDON ENTRY
4159,CITY NR FANNING
4884,CITY/CECIL/BALLANTINE
4883,CITY/CLARENDON
4885,CITY/FERRARS/MARKET
4886,CITY/MONTAGUE/YORK
4882,CITY/MORAY/QUEENSBRIDGE
4881,CITY/POWER
4920,CITY/SOUTH GATE AVE
4880,CITY/SOUTHBANK BLVD
4880,CITY/SOUTHBANK BLVD
1403,CITYLINK/YARRA BVD EAST BD ENTRY
4719,CLARENDON NR HUNTINGDALE
4726,CLARENDON NR MELBOURNE EXHIBITION CENTRE
4891,CLARENDON/BALLANTYNE
3536,CLARENDON/COVENTRY
4916,CLARENDON/DORCAS
4661,CLARENDON/HIGH/NORMANBY
4905,CLARENDON/PARK
4878,CLARENDON/WHITEMAN/NORMANBY
4892,CLARENDON/YORK
4674,CLARKE NR OXFORD
3774,CLAYTON BTW BAYVIEW & STEWART
3207,CLAYTON NR BRENTWOOD
3205,CLAYTON NR COLONEL
3197,CLAYTON NR DUNSTAN
2344,CLAYTON NR SYLVANDER (FIRE STN)
3191,CLAYTON/DUNSTAN
3200,CLAYTON/FAIRBANK
3206,CLAYTON/HAUGHTON/CARINISH
3208,CLAYTON/MONASH MEDICAL CENTRE
3570,CLAYTON/NORTH
3209,CLAYTON/RYANS
955,CLEELAND NR KING
5123,CLIFTON SPRINGS/HANCOCK
6047,CLIFTON/ANDERSON
6047,CLIFTON/ANDERSON
642,CLOW NR ARATULA
960,CLOW NR CLEELAND
952,CLOW NR STUART
669,CLOW/WALKER
502,CLYDE RD NR CENTRE RD
556,CLYDE/CRESTHAVEN
3178,CLYDE/ENTERPRISE
508,CLYDE/GREAVES/O'SHEA
537,CLYDE/MOONDARRA/MEADOWLANDS
2546,COBURNS RD BTW PERRY AND CARINA
2646,COBURNS/BARRIES
2661,COBURNS/RICHARD
2654,COBURNS/SHOP CENTRE ACCESS
4982,COBURNS/WESTERN FWY (NTH)
4983,COBURNS/WESTERN FWY (STH)
1252,COLBY NR BELGRAVE-HALLAM
890,COLCHESTER NR COLLIER
461,COLEMAN NR FIANDER
1158,COLEMANS/PRODUCE
1062,COLLEGE NR CEMETERY
3460,COLLINS BTW SPENCER & KING
4579,COLLINS NR ELIZABETH
1188,COLLINS NR KARLSRUHE LA (FMRL GEOGRAPHE)
1075,COLLINS NR SPENCER ST STATION
1074,COLLINS NR STADIUM DR
4576,COLLINS/EXHIBITION
1141,COLLINS/HARBOUR
4582,COLLINS/MARKET
1142,COLLINS/NAVIGATION DR
4544,COMMERCIAL NR ALFRED HOSP
6809,COMMERCIAL NR HIGH
6658,COMMERCIAL NR TARWIN
4751,COMMERCIAL NR TYRONE
2983,COMMERCIAL/BALMORAL
6663,COMMERCIAL/HAZELWOOD
4537,COMMERCIAL/IZETT
2571,COMMERCIAL/LAKE
3717,COMO PDE WEST NR BIRDWOOD
4643,COMO PDE WEST NR MENTONE PDE
6291,CONDON/RESERVOIR
2695,COOPER BTW DAVISSON/HOWARD
1311,COOPER ST/ DAVISSON ST
1310,COOPER ST/DALTON RD
2814,COOPER/EDGARS
2813,COOPER/FREIGHT/REX
2812,COOPER/GATEWAY BLVD
2838,COOPER/METROLINK CIRCUIT
2787,COOPER/MILLER/EPPING PLAZA SHOP C ACC 4
3238,COOPER/NORTHERN HOSPITAL ENTRANCE
2818,COOPER/SCANLON
2811,COOPER/TIP ACCESS RD
2964,COOPER/WILLANDRA
2712,CORDITE/AMRL/WATERFORD GRN EST ENTRANCE
931,CORRIGAN NR COLLEGE
925,CORRIGAN/ATHOL
942,CORRIGAN/KINGSCLERE
927,CORRIGAN/LIGHTWOOD
933,CORRIGAN/NOBLE
4326,COTHAM NR BRADFORD
4325,COTHAM NR FLORENCE
4337,COTHAM NR HIGH
4332,COTHAM NR JOHN
4333,COTHAM NR MARSHALL
4323,COTHAM/CHARLES
4324,COTHAM/GLENFERRIE
5251,COTTRELL ST (EAST)/MARKET
5024,COX NR NEVADA
2815,CRAIGIEBURN BYPASS/COOPER
2815,CRAIGIEBURN BYPASS/COOPER
2815,CRAIGIEBURN BYPASS/COOPER
2815,CRAIGIEBURN BYPASS/COOPER
2819,CRAIGIEBURN BYPASS/CRAIGIEBURN RD EAST
2164,CRAIGIEBURN ROAD WEST NR BENSTON
2834,CRAIGIEBURN/BRIDGEWATER
3871,CRAMER NR JESSIE
746,CRANBOURNE NR WATTLETREE
1145,CRANBOURNE/CLARENDON
272,CRANBOURNE/FLETCHER/FIRE STN
276,CRANBOURNE/KARINGAL
747,CRANBOURNE/KARINGAL HUB ENT
271,CRANBOURNE/LEE
744,CRANBOURNE/MCCLELLAND
731,CRANBOURNE/MCMAHONS/FRANKSTON FWY
1091,CRANBOURNE/PEN.POWER CENTRE ACCESS
750,CRANBOURNE/PLAYNE
302,CRANBOURNE-FRANK/SOUTHGATEWAY
255,CRANBOURNE-FRANK/WARRANDYTE
259,CRANBOURNE-FRANKSTON NR JOSEPHINE
1056,CRANBOURNE-FRANKSTON/AMSTEL GC
1261,CRANBOURNE-FRANKSTON/CENTRE/POTTS
1077,CRANBOURNE-FRANKSTON/FAIRBAIRN
570,CRANBOURNE-FRANKSTON/HALL
261,CRANBOURNE-FRANKSTON/LONG ST
1260,CRANBOURNE-FRANKSTON/NORTHGATEWAY/QUARRY
1078,CRANBOURNE-FRANKSTON/SCOTT
505,CRANBOURNE-FRANKSTON/SLADEN/MONAHANS
514,CRANBOURNE-FRANKSTON/UNION/PINDARA
1116,CRANBOURNE-FRANKSTON/WESTERN PORT
627,CROYDON NR SURREY
887,CROYDON/LINCOLN (see site no. 137)
4127,CUMBERLAND NR OLIVE
4491,CURZON/HAINES
2792,DALTON NR DAVID
2698,DALTON NR GUILA
2768,DALTON/DAREBIN/ALEXANDER
4994,DALTON/THE BOULEVARD
5839,DANA/ARMSTRONG
1119,DANDENDONG SOUTH BYPASS/CHANDLER
1120,DANDENONG SOUTHERN BYPASS/HAMMOND
1118,DANDENONG SOUTHERN BYPASS/PERRY
1121,DANDENONG STH BYPASS/DAND_FRANSTON
1122,DANDENONG STH BYPASS/STH GIPPSLAND HWY
621,DANDENONG VALLEY/MONTEREY/ELLIOTT
1079,DANDENONG-FRANKSTON NR KLAUER
515,DANDENONG-FRANKSTON RD NR WILLOW
702,DANDENONG-FRANKSTON/EXCELSIOR
541,DANDENONG-FRANKSTON/QUALITY/COJO
3172,DANDENONG-HASTINGS/THOMPSONS
4652,DAREBIN NR ARTHUR
4666,DAREBIN NR SPARKS
4663,DAREBIN NR WALES
3267,DAREBIN/STATION
4664,DAREBIN/VICTORIA
745,DAVEY/BAXTER/HASTINGS
728,DAVEY/YOUNG
528,DAVEY-HASTINGS NR FRANKSTON HOSP ENT
1162,DAVID MUNROE DR/STAINSBY CR
2775,DAVISSON NR WEDGE
3788,DAWSON NR DALY
3786,DAWSON NR FALLON
3795,DAWSON WEST OF SAXON
4016,DAWSON/GRANTHAM
3027,DENDY/ESPLANADE
3957,DENDY/HAMPTON
1190,DENMARK/STEVENSON
3663,DENMARK/WELLINGTON
4135,DERBY NR KENT
5000,DERRIMUT/BAGGOTT
5254,DERRIMUT/HEATHS
5313,DERRIMUT/HOGANS
5235,DERRIMUT/LEAKES
3767,DERRIMUT/POPLAR/BADEN POWELL
5262,DERRIMUT/RAILWAY AVE
5281,DERRIMUT/VIRGILIA/SYCAMORE
5281,DERRIMUT/VIRGILIA/SYCAMORE
5246,DERRIMUT/WARRINGA
5265,DERRIMUT/WILLMOTT
5604,DESAILLY NR CUNNINGHAME
2711,DEVONSHIRE / WITHERS
2709,DEVONSHIRE/CORNWALL
4947,DEVONSHIRE/DUKE
4946,DEVONSHIRE/HAMPSHIRE
2643,DEVONSHIRE/HARVESTER RD
4167,DIAMOND CREEK NR SUNRISE
2816,DIAMOND CREEK RD/GREENSBOROUGH HWY/CIVIC
3339,DIAMOND CREEK/PLENTY RIVER
3349,DIAMOND CREEK/ST HELENA
4176,DIAMOND CREEK/YAN YEAN/AQUEDUCT
4926,DICKSON NR CLARKE (HAMPSHIRE RD)
3672,DIMBOOLA/MAIN
3995,DIMBOOLA/PEARCEDALE
3967,DOCKLANDS/DOEPEL/WATERFRONT
4163,DOCKLANDS/PEARL RIVER ROAD
1069,DOCKLANDS/SAINT MANGOS
4436,DOCKLANDS/WESTERN LINK NB ON & OFF RAMP
3479,DOHERTYS NR WESTGATE
5294,DOHERTYS/FEDERATION TRAIL
5266,DOHERTYS/HUME
3473,DOHERTYS/JESSICA
4547,DOMAIN NR DOMAIN ST
4546,DOMAIN NR ST KILDA RD
4548,DOMAIN/PARK/BIRDWOOD
2182,DONALD CAMERON/LINCOLN/THOMAS BRUNTON
344,DONCASTER EAST NR MITCHAM
4053,DONCASTER NR BUCHANAN
2041,DONCASTER NR CENTREWAY
323,DONCASTER NR HENDER
332,DONCASTER NR LEEDS
4052,DONCASTER NR MARWAL
3181,DONCASTER NR SYLVANDER
3827,DONCASTER NR VIEWHILL
3180,DONCASTER/BALWYN
335,DONCASTER/BLACKBURN
4051,DONCASTER/BULLEEN/SEVERN
329,DONCASTER/CHURCH
327,DONCASTER/COUNCIL
334,DONCASTER/DONCASTER BUS DEPOT
333,DONCASTER/DRYDEN
324,DONCASTER/ELGAR  (SLAVED 325)
326,DONCASTER/FREDERICK/SHOPPING
2829,DONCASTER/GREYTHORN
2830,DONCASTER/HIGH
331,DONCASTER/JACKSON CRT
338,DONCASTER/MITCHAM/OLD W'DYTE
325,DONCASTER/TRAM/WILLIAMSONS
337,DONCASTER/TUNSTALL
330,DONCASTER/WETHERBY/VICTORIA
2043,DONCASTER/WHITTENS
2193,DONNYBROOK/HUME FWY NB RAMPS
3418,DORCAS NR ST LUKE
4899,DORCAS/FERRARS
4898,DORCAS/MONTAGUE
4915,DORCAS/PICKLES/INGLES
630,DORSET NR DUMOSA
770,DORSET NR ELSIE
807,DORSET RD / FRANCIS CR
772,DORSET RD NR ALMA RD
771,DORSET RD NR CHANDLER
806,DORSET RD/LANDSCAPE DRV
797,DORSET ROAD NR WES CRES
374,DORSET/BORONIA
631,DORSET/CANTERBURY
767,DORSET/CHANDLER
1123,DORSET/CLIPSAL
623,DORSET/EASTFIELD
1139,DORSET/GOLF LINKS/THE RANGE BVD
628,DORSET/HULL/HEWISH
641,DORSET/LINCOLN (NORTH)
633,DORSET/LINCOLN (SOUTH)
629,DORSET/MT DANDENONG
945,DOUGLAS NR BUCKLEY
946,DOUGLAS NR FRANK
928,DOUGLAS NR LEONARD
4968,DOUGLAS NR STEVEDORE
3210,DOUGLAS/NORTH
5827,DOVETON BTW NORMAN & LANSBOROUGH
2516,DROOP NR FOOTSCRAY FIRE ST
2515,DROOP/DONALD
6615,DROUIN-WARRAGUL NR LATROBE
5166,DROUIN-WARRAGUL/DROUIN-KORUMBURRA
5826,DRUMMOND NR MAIR
2937,DRYBURGH/QUEENSBERRY
4518,DRYBURGH/SPENCER/MILLER
5165,DRYSDALE-ST LEONARDS RD NTH OF BLANCHE
1112,DSB/EASTLINK
918,DUBLIN NR RAILWAY
916,DUBLIN/ALEXANDRA
1063,DUDLEY NR WILLIAM
4522,DUDLEY/ADDERLEY
2677,DUKE/SURREY
5242,DUNCANS/COLLEGE
5291,DUNCANS/FEDERATION TRAIL
5253,DUNCANS/SYNNOT
5001,DUNCANS/WATTON
2044,DUNLOP NEAR FRANCIS
5234,DUNNINGS/BOARDWALK
811,DURHAM NR ANITA
3955,DURRANT NR MALE
3405,DYNON/DOCK LINK
4482,DYNON/KENSINGTON
4483,DYNON/LLOYD
4622,EAST BOUNDARY NR JULIANA
4623,EAST BOUNDARY NR MARGARETTA
1209,EAST BOUNDARY RD/ARDENA CRT
2667,EAST ESPLANADE NR POWER
3726,EAST RING RD STH OF NTH RING MONASH UNI
3080,EAST ST NR MIDDLE ST (FITZROY ST)
550,EASTBOURNE NR THE VILLAGE GLEN
998,EASTBOURNE NR WHITEHEAD
524,EASTBOURNE RD btw SPRAY St & Nineth Av
5042,EASTERN BEACH/BELLARINE/BROUGHAM
3380,EASTERN FWY OFF RAMP/HODDLE
3378,EASTERN FWY ON NR HODDLE         DD 3380
3378,EASTERN FWY ON NR HODDLE         DD 3380
709,EASTERN FWY RAMP/THOMPSONS
575,EASTERN FWY/BLACKBURN
575,EASTERN FWY/BLACKBURN
2827,EASTERN FWY/BULLEEN/THOMPSONS
2827,EASTERN FWY/BULLEEN/THOMPSONS
2833,EASTERN FWY/BURKE
2828,EASTERN FWY/DONCASTER
2828,EASTERN FWY/DONCASTER
2899,EASTERN FWY/DONCASTER RAMP I/B
3918,EASTERN FWY/ELGAR
3918,EASTERN FWY/ELGAR
574,EASTERN FWY/MIDDLEBOROUGH
574,EASTERN FWY/MIDDLEBOROUGH
576,EASTERN FWY/SPRINGVALE
576,EASTERN FWY/SPRINGVALE
1900,EASTERN FWY/THOMPSONS ON RAMP OB
3919,EASTERN FWY/TRAM
3919,EASTERN FWY/TRAM
2105,EASTERN HWY NR GOLD
2102,EASTERN HWY NR NAPIER
2106,EASTERN HWY/BRUNSWICK
2108,EASTERN HWY/GEORGE
2108,EASTERN HWY/GEORGE
2101,EASTERN HWY/QUEENS/BRUNSWICK
2103,EASTERN HWY/SMITH
2103,EASTERN HWY/SMITH
2104,EASTERN HWY/WELLINGTON
2104,EASTERN HWY/WELLINGTON
2110,EASTERN NR GOLD (WEST BOUND)
2109,EASTERN NR YOUNG (WEST BOUND)
2832,EASTERN/BULLEEN OFF RAMP         DD 2827
2831,EASTERN/BURKE OFF RAMP           DD 2825
2825,EASTERN/BURKE ON RAMP
2100,EASTERN/NICHOLSON/PRINCES
1103,EASTLINK/BURWOOD HWY INTERCHANGE
1103,EASTLINK/BURWOOD HWY INTERCHANGE
1102,EASTLINK/CANTERBURY INTERCHANGE
1102,EASTLINK/CANTERBURY INTERCHANGE
1111,EASTLINK/CHELTENHAM INTERCHANGE
1111,EASTLINK/CHELTENHAM INTERCHANGE
1107,EASTLINK/FERNTREE GULLY INTERCHANGE
1107,EASTLINK/FERNTREE GULLY INTERCHANGE
1105,EASTLINK/HIGH STREET ROAD INTERCHANGE
1105,EASTLINK/HIGH STREET ROAD INTERCHANGE
1109,EASTLINK/POLICE INTERCHANGE
1109,EASTLINK/POLICE INTERCHANGE
5818,EASTWOOD NR ANDERSON
6334,ECHUCA-MOOROOPNA NR ANN
6341,ECHUCA-MOOROOPNA NR BAKER
6335,ECHUCA-MOOROOPNA NR HIGH SCHL
3975,EDGARS RD / KINGSWAY DR
3982,EDGARS/BARRY
2788,EDGARS/COMALCO ACCESS
4990,EDGARS/MAIN
2766,EDGARS/VICTORIA
284,EDITHVALE NR KINROSS       BICYCLE TRACK
155,EDWARD RD/VIEWPOINT DR
4797,EDWARDES NR COMPTON
3882,EDWARDES NR OLIVE
3881,EDWARDES NR SPRATLING
3874,EDWARDES/BANBURY
3875,EDWARDES/NEWLANDS
2590,ELEANOR NR STANLAKE
3923,ELGAR NR ERASMUS
3921,ELGAR NR LORAINE
2219,ELGAR NR MAROONDAH
3934,ELGAR NR SEVERN
3943,ELGAR/ARNOLD
3920,ELGAR/BELMORE
3940,ELGAR/CARRINGTON
3922,ELGAR/MONT ALBERT
3916,ELGAR/UGANDA
3417,ELGIN NR DRUMMOND
6401,ELIZABETH NR AMOS
4133,ELIZABETH NR MURPHY
1060,ELIZABETH NR PELHAM
4823,ELIZABETH NR WILLIAMS
4512,ELIZABETH/A'BECKETT ST
4597,ELIZABETH/BOURKE ST
4580,ELIZABETH/COLLINS
4571,ELIZABETH/FLINDERS LANE
4563,ELIZABETH/FLINDERS ST
4511,ELIZABETH/FRANKLIN ST
2922,ELIZABETH/LATROBE ST
4822,ELIZABETH/LENNOX
4606,ELIZABETH/LITTLE BOURKE ST
4589,ELIZABETH/LITTLE COLLINS ST
2914,ELIZABETH/LITTLE LONSDALE ST
2906,ELIZABETH/LONSDALE
1061,ELIZABETH/PEEL/FLEM/BEDFORD
4387,ELIZABETH/QUEENSBERRY ST
4510,ELIZABETH/THERRY ST
4388,ELIZABETH/VICTORIA ST
4467,ELLIOT/TRAMWAY CROSSING
4477,ELLIOTT/BRENS
953,ELONERA NR TITCHER
2566,EPPING NR TAGGERTY
2692,EPPING/HAYSTON/LYNDARUM
2524,EPSOM NR BANGALORE
4207,EPSOM NR DONCASTER
1014,EPSOM NR ROSEBERRY
1166,EPSOM ROAD/SHOPPING CENTRE ACCESS
1009,EPSOM/FLEMINGTON RACECOURSE ENT
1002,EPSOM/LANGS
1010,EPSOM/UNION
760,ERAMOSA NR FRANK-FLINDERS
3869,ERIN NR NORMANBY
4498,ERROL/QUEENSBERRY
3256,ESPLANADE BTW PIER/BENT
4973,EVANS NR STATION
3246,EVANS/BROOK
4979,EXFORD NR STAUGHTON
4980,EXFORD RD NR MORSHEAD
4568,EXHIBITION/FLINDERS LANE
4560,EXHIBITION/FLINDERS ST
2919,EXHIBITION/LATROBE
4603,EXHIBITION/LITTLE BOURKE
4586,EXHIBITION/LITTLE COLLINS
2911,EXHIBITION/LITTLE LONSDALE
2902,EXHIBITION/LONSDALE
2700,FAIRBAIRN NR TALLINTYRE
2694,FAIRBAIRN/INDUSTRIAL/NORTHERN ACCESS
3948,FAIRBANK NR FURY
4706,FAIRBANK NR MONASH CRES
1034,FARADAY/DRUMMOND
3437,FARNSWORTH/MEYERS
5225,FELLMONGERS NR HITCHCOCK
5195,FENWICK/GORDON/RAILWAY
3525,FERGUSON BTW LYONS/BATH
4969,FERGUSON NR CECIL
377,FERNTREE GULLY / ENT BUNNINGS (KNOX)
452,FERNTREE GULLY NR AVONHURST
446,FERNTREE GULLY NR HOWLEYS
1185,FERNTREE GULLY NR KATHRYN
4714,FERNTREE GULLY NR MACRINA
451,FERNTREE GULLY/BLACKBURN
378,FERNTREE GULLY/BORG
450,FERNTREE GULLY/BRANDON PK
796,FERNTREE GULLY/CARIBBEAN/NYADALE
4715,FERNTREE GULLY/CLAYTON/STEPH
4716,FERNTREE GULLY/FORSTER/GARDN
3725,FERNTREE GULLY/GILBY
384,FERNTREE GULLY/HENDERSON/DAIRY ENTRANCE
3280,FERNTREE GULLY/HUNTINGDALE
455,FERNTREE GULLY/JELLS
449,FERNTREE GULLY/LUM
765,FERNTREE GULLY/LYNTON/JANINE
457,FERNTREE GULLY/MOUNTAIN GATE
459,FERNTREE GULLY/SCORESBY
456,FERNTREE GULLY/STUD
454,FERNTREE GULLY/WATSONS/STRADA
827,FERNTREE GULLY/WINDERMERE
4907,FERRARS NR BRIDPORT
3537,FERRARS NR COVENTRY
6413,FIREBRACE/ROBERTS
2577,FITZGERALD/ALLISON/DAVID
4989,FITZGERALD/FEDERATION TRAIL
5258,FITZGERALD/GILBERTSON
2581,FITZGERALD/WRR IB RAMP
5002,FITZGERALDS/LEAKES/KOROROIT CREEK
4833,FITZROY NR PARK
3428,FITZROY/ACLAND
3016,FITZROY/JACKA/ESPLANADE
4832,FITZROY/PRINCES/LAKESIDE
725,FITZSIMONS NR PORTER
4464,FLEMINGTON NR CHILDREN'S HOS
4462,FLEMINGTON NR MELROSE
4468,FLEMINGTON NR PARK DR
4456,FLEMINGTON RD/VILLIERS (ROYAL MELB HOSP)
4463,FLEMINGTON/ABBOTSFORD
4460,FLEMINGTON/CHURCH
4465,FLEMINGTON/GATEHOUSE/HARKER
4466,FLEMINGTON/GRATTAN/WRECKYN
4461,FLEMINGTON/RACECOURSE/ELLIOT
1178,FLEMINGTON/RC-HOSPITAL ENTRANCE
387,FLETCHER NR BEACH
748,FLETCHER/BEACH/RAILWAY
4525,FLINDERS EXT/WORLD TRADE CENTRE ACCESS
2950,FLINDERS LANE nr KING ST
3410,FLINDERS LANE/MARKET
4565,FLINDERS/MARKET
2931,FLINDERS/WELLINGTON PDE STH
3716,FLORENCE NR BAKERY LANE
1219,FOLEYS/LENNON PARKWAY/CENTRAL PARK BVD
697,FOOTE NR ELSA
681,FOOTE/HIGH
4374,FOOTSCRAY/APPLETON DOCK
4378,FOOTSCRAY/FCL ACCESS
4434,FOOTSCRAY/GATE E (NEW)
4458,FOOTSCRAY/GATE F (STA ENTRANCE NO.1)
3778,FOOTSCRAY/MARKET GATE 1.
4376,FOOTSCRAY/MARKET GATE 2
4375,FOOTSCRAY/MARKET GATE 4
4377,FOOTSCRAY/SWANSON DOCK/DOCK LINK (COODE)
4435,FOOTSCRAY/WESTERN LINK STH-BND OFF RAMP
4373,FOOTSCRAY/WURUNDJERI/DOCKLANDS/HARBOUR
380,FOREST NR ALPINE
883,FOREST NR CONYERS
385,FOREST NR DOYSAL
3963,FORSTER/RICKETTS/HARDNER
1174,FORSYTH / FEDERATION BLVD
253,FOSTER/ENT CAPITAL CENTRE
673,FOSTER/ROBINSON
3432,FRANCIS NR BALLARAT
4255,FRANCIS/STEPHEN
4254,FRANCIS/WEMBLEY
3438,FRANCIS/WHITEHALL
734,FRANK-DAND NR BAWDEN
1028,FRANK-DANDY/KIRKHAM
758,FRANK-FLIND NR ERAMOSA
737,FRANK-FLIND/GOLF LINK/TOWERHILL
738,FRANK-FLIND/MCMAHONS(MOOROODUC/DAVEY)
6683,FRANKLIN NR POST OFFICE PLACE
4509,FRANKLIN NR QUEEN
3966,FRANKLIN NR QUEEN
1059,FRANKLIN/PEEL/WILLIAM
545,FRANKSTON FWY/SKYE
522,FRANKSTON-CRANBOURNE RD/ BROOKLAND GREEN
2687,FRANKSTON-CRANBOURNE/BEACH
304,FRANKSTON-DANDENONG/ABBOTTS
1171,FRANKSTON-DANDENONG/COLEMAN
275,FRANKSTON-DANDENONG/FRANKSTON FWY RAMPS
275,FRANKSTON-DANDENONG/FRANKSTON FWY RAMPS
275,FRANKSTON-DANDENONG/FRANKSTON FWY RAMPS
664,FRANKSTON-DANDENONG/GREENS
982,FRANKSTON-DANDENONG/JAYCO
729,FRANKSTON-DANDENONG/KLAUER
752,FRANKSTON-DANDENONG/LATHAMS/HALL
749,FRANKSTON-DANDENONG/O'GRADYS
733,FRANKSTON-DANDENONG/SEAFORD/BALLARTO
735,FRANKSTON-DANDENONG/SKYE/OVERTON/WELLS
735,FRANKSTON-DANDENONG/SKYE/OVERTON/WELLS
620,FRANKSTON-DANDENONG/THOMPSONS
531,FRANKSTON-FLINDERS/MORNINGTON-TYABB
821,FRANKSTON-FLINDERS/STONY POINT
2786,FRENCH/BARKLY
802,FULHAM NR PEPPER TREE HILL
2723,FULLARTON/MOORNA/CALDER FWY
3670,FURLONG NR BOND
2670,FURLONG NR CAMPERDOWN
2671,FURLONG NR FORD
2675,FURLONG/BROWNE
2674,FURLONG/CAIRNLEA
4935,FURLONG/ST ALBANS
4776,FURLONG/SUNSHINE HOSPITAL ENT
5200,FYANS/SWANSTON
5189,FYANS/YARRA
3892,GAFFNEY NR BATMAN
4113,GAFFNEY NR LANDELLS
4136,GAFFNEY NR MOLESWORTH
4112,GAFFNEY/CUMBERLAND
3769,GAFFNEY/DAWSON
4114,GAFFNEY/DERBY
462,GALLAGHERS NR TOWNSEND
3249,GAP/HORNE (WEST SIDE HORNE)
5071,GARDEN/MCKILLOP
5132,GEELONG BYPASS/ANAKIE INTERCHANGE
5132,GEELONG BYPASS/ANAKIE INTERCHANGE
5132,GEELONG BYPASS/ANAKIE INTERCHANGE
5132,GEELONG BYPASS/ANAKIE INTERCHANGE
5134,GEELONG BYPASS/BACCHUS MARSH
5134,GEELONG BYPASS/BACCHUS MARSH
5134,GEELONG BYPASS/BACCHUS MARSH
5134,GEELONG BYPASS/BACCHUS MARSH
5142,GEELONG RING RD/BARRABOOL RD
5142,GEELONG RING RD/BARRABOOL RD
5153,GEELONG/PORTARLINGTON ROAD NEAR HERMSLEY
5153,GEELONG/PORTARLINGTON ROAD NEAR HERMSLEY
5121,GEELONG-PORTARLINGTON NR EVERSLEY
5116,GEELONG-PORTARLINGTON/CHRISTIES
5116,GEELONG-PORTARLINGTON/CHRISTIES
5213,GEELONG-PORTARLINGTON/POINT HENRY
5213,GEELONG-PORTARLINGTON/POINT HENRY
5051,GEELONG-PT'TON/RYIE/BOUNDARY
5051,GEELONG-PT'TON/RYIE/BOUNDARY
341,GEORGE NR DEHNERT
