x,y,fid,objectid,tfm_id,tfm_desc,tfm_typ_de,movement_t,site_desc,road_nbr,declared_r,local_road,data_src_c,data_sourc,time_categ,year_since,last_year,aadt_allve,aadt_truck,per_trucks,road_name,road_avg_aadt,efficiency_index,vs_average_pct
144.5600810118722,-37.96859843645064,45122,45324,42013,PRINCES FWY WB ON-RAMP FROM SOUTH RD,MIDBLOCK,On Ramp,PRINCES FWY ON-RAMP FROM SOUTH RD,7024,160 SOUTH ROADB 2500F,160 SOUTH-PRINCES OUT RAMP ON,APARX,Classification,Greater than 10 Years,18,1998,40,0,0.21,160 SOUTH ROADB 2500F,40.0,1.0,0.0
145.08861533591687,-37.881431265802966,55947,55189,52075,MONASH FWY OUTBOUND OFFRAMP TO WARRIGAL RD,INTERSECTION,Off Ramp,SVO_Map_LTD:838||SITE DESC: MONASH FWY OUTBOUND OFFRAMP TO WARRIGAL RD,7138,2000F 2070B,MONASH OUT-WARRIGAL RAMP OF,INDET,Freeway Data Station,Between 5 and 10 Years,10,2006,13000,0,0.0,2000F 2070B,5350.0,2.43,143.0
145.09005810042615,-37.88223080224172,38735,38966,36894,S.E.ARTERIAL OFF RAMP NW OF WARRIGAL RD,INTERSECTION,Off Ramp,S.E.ARTERIAL SEBD RAMPS & WARRIGAL RD,7138,2000F 2070B,MONASH OUT-WARRIGAL RAMP OF,TMVMT,Manual,Greater than 10 Years,19,1997,8400,640,0.08,2000F 2070B,5350.0,1.57,57.0
145.08861533591687,-37.881431265802966,23193,23092,54241,S.E.ARTERIAL ON RAMP NW OF WARRIGAL RD,INTERSECTION,On Ramp,S.E.ARTERIAL NWBD RAMPS & WARRIGAL RD,7138,2000F 2070B,MONASH OUT-WARRIGAL RAMP OF,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0.0,2000F 2070B,5350.0,0.0,-100.0
145.22298071517417,-37.95776188405813,6407,6604,9101,MONASH FWY OFF RAMP SEBD TO STUD RD,INTERSECTION,Off Ramp,MONASH FWY OFF RAMP STO STUD RD,7144,2000F 2090B,MONASH OUT-STUD RAMP OF,MOTSV,Manual,Between 5 and 10 Years,9,2007,8600,830,0.1,2000F 2090B,5625.0,1.53,53.0
145.22330423725998,-37.9579024444604,47231,47125,47826,MONASH FWY SEBD OFF RAMP TO STUD RD,MIDBLOCK,Off Ramp,MONASH FWY SOFF RAMP TO STUD RD,7144,2000F 2090B,MONASH OUT-STUD RAMP OF,APARX,Classification,Greater than 10 Years,12,2004,8200,620,0.08,2000F 2090B,5625.0,1.46,46.0
145.2235757069876,-37.95798343989526,53235,53969,47694,OFFRAMP MONASH FWY W OF STUD RD (HISTORIC),INTERSECTION,Left Missing,MONASH FWY/STUD RD,7144,2000F 2090B,MONASH OUT-STUD RAMP OF,SCATS,Scats,Greater than 10 Years,16,2000,5700,0,0.0,2000F 2090B,5625.0,1.01,1.0
145.1738531058744,-37.91882765815228,50241,50448,48244,MONASH FWY OUTBOUND OFFRAMP TO WELLINGTON RD,INTERSECTION,Off Ramp,SVO_Map_LTD:847||SITE DESC: MONASH FWY OUTBOUND OFFRAMP TO WELLINGTON RD,7142,2000F 2290B,MONASH OUT-WELLINGTON RAMP OF,INDET,Freeway Data Station,Between 5 and 10 Years,10,2006,9100,0,0.0,2000F 2290B,4550.0,2.0,100.0
145.1699040448299,-37.91650586085533,24099,24399,20921,MONASH FWY SE BD THRU ONLY AT DIVERGE TO WELLINGTON RD,INTERSECTION,,SVO_Map_LTD:496||SITE DESC: WRR/STEEL CREEK BRIDGE NORTH NWCL,7142,2000F 2290B,MONASH OUT-WELLINGTON RAMP OF,INDET,Freeway Data Station,Greater than 10 Years,0,0,0,0,0.0,2000F 2290B,4550.0,0.0,-100.0
145.0399178427027,-37.84319319981852,33312,33296,4652,S.E.ARTERIAL NO of TOORAK RD,INTERSECTION,All Moves,SE ARTERIAL & TOORAK RD,7150,2000F 2750B,MONASH OUT-TOORAK RAMP OF,TMVMT,Manual,Greater than 10 Years,27,1989,43000,3400,0.08,2000F 2750B,18424.583333333332,2.33,133.0
145.03995710161047,-37.84431769819555,22482,22541,23066,MONASH FWY OFFRAMP N OF TOORAK RD,INTERSECTION,Left Missing,TOORAK RD/MONASH FWY/CITYLINK/AUBURN RD,7150,2000F 2750B,MONASH OUT-TOORAK RAMP OF,SCATS,Scats,Greater than 10 Years,22,1994,41000,0,0.0,2000F 2750B,18424.583333333332,2.23,123.0
145.0399178427027,-37.84319319981852,28548,28517,8875,S.E.ARTERIAL N of TOORAK RD,INTERSECTION,All Moves,SE ARTERIAL & TOORAK RD,7150,2000F 2750B,MONASH OUT-TOORAK RAMP OF,TMVMT,Manual,Greater than 10 Years,27,1989,41000,0,0.0,2000F 2750B,18424.583333333332,2.23,123.0
145.27217661015004,-37.996987243012285,18415,18209,40811,MONASH FWY OUTBOUND OFFRAMP TO BELGRAVE_HALLAM RD,INTERSECTION,Off Ramp,SVO_Map_LTD:851||SITE DESC: MONASH FWY OUTBOUND OFFRAMP TO BELGRAVE_HALLAM RD,7146,2000F 5057B,MONASH OUT-BELGRAVE-HALLAM RAMP OF,INDET,Freeway Data Station,Between 5 and 10 Years,10,2006,4100,0,0.0,2000F 5057B,3900.0,1.05,5.0
145.27401831527007,-37.99725422540679,50830,50342,56744,MONASH_FWY-OFFRAMP W OF BELGRAVE-HALLAM_RD,INTERSECTION,Off Ramp,MONASH FWY/BELGRAVE-HALLAM RD,7146,2000F 5057B,MONASH OUT-BELGRAVE-HALLAM RAMP OF,SCATS,Scats,Between 2 and 5 Years,3,2013,3700,0,0.0,2000F 5057B,3900.0,0.95,-5.0
145.320997809305,-38.02730479031052,9706,9044,20497,MONASH_FWY-OFFRAMP N OF PRINCES_HWY,INTERSECTION,Off Ramp,MONASH FWY/PRINCES HWY,7149,2000F 5163B,MONASH OUT-PRINCES RAMP OF,SCATS,Scats,Between 5 and 10 Years,7,2009,7000,0,0.0,2000F 5163B,6650.0,1.05,5.0
145.32007154416672,-38.026805848601896,43395,43115,41154,MONASH FWY OUTBOUND OFFRAMP TO BERWICK-BEACONSFIELD RD,INTERSECTION,Off Ramp,SVO_Map_LTD:856||SITE DESC: MONASH FWY OUTBOUND OFFRAMP TO BERWICK-BEACONSFIELD RD,7149,2000F 5163B,MONASH OUT-PRINCES RAMP OF,INDET,Freeway Data Station,Between 5 and 10 Years,10,2006,6300,0,0.0,2000F 5163B,6650.0,0.95,-5.0
145.19211969924424,-37.93401859793847,8870,8064,22105,S.E.ARTERIAL OFF RAMP E BD TO JACKSONS RD,INTERSECTION,Off Ramp,S.E.ARTERIAL OFF RAMP TO JACKSONS RD,7143,2000F 5170B,MONASH OUT-JACKSONS RAMP OF,APARX,Classification,Greater than 10 Years,23,1993,10000,0,0.0,2000F 5170B,8550.0,1.17,17.0
145.19138970593562,-37.93384321058898,22839,22843,52076,MONASH FWY OUTBOUND OFFRAMP TO JACKSONS RD,INTERSECTION,Off Ramp,SVO_Map_LTD:849||SITE DESC: MONASH FWY OUTBOUND OFFRAMP TO JACKSONS RD,7143,2000F 5170B,MONASH OUT-JACKSONS RAMP OF,INDET,Freeway Data Station,Greater than 10 Years,11,2005,7100,0,0.0,2000F 5170B,8550.0,0.83,-17.0
145.14207910357356,-37.89375606541198,43265,43023,39272,MONASH FWY OUTBOUND OFFRAMP TO BLACKBURN RD,INTERSECTION,Off Ramp,SVO_Map_LTD:843||SITE DESC: MONASH FWY OUTBOUND OFFRAMP TO BLACKBURN RD,7140,2000F 5307B,MONASH OUT-BLACKBURN RAMP OF,INDET,Freeway Data Station,Between 5 and 10 Years,10,2006,14000,0,0.0,2000F 5307B,10233.333333333334,1.37,37.0
145.14187831354857,-37.893739535583485,38682,38829,36877,S.E.ARTERIAL WB OFFRAMP W of BLACKBURN RD,INTERSECTION,Off Ramp,ENGLAND RD & SE ARTERIAL RAMPS BLACKBURN RD,7140,2000F 5307B,MONASH OUT-BLACKBURN RAMP OF,TMVMT,Manual,Greater than 10 Years,25,1991,8600,0,0.0,2000F 5307B,10233.333333333334,0.84,-16.0
145.14381259919523,-37.89386188538702,19046,19920,46657,S.E.ARTERIALOFFRAMP W OF BLACKBURN_RD,INTERSECTION,Off Ramp Left Missing,BLACKBURN RD/ENGLAND RD/MONASH FWY,7140,2000F 5307B,MONASH OUT-BLACKBURN RAMP OF,SCATS,Scats,Less than 2 Years,0,2016,8100,0,0.0,2000F 5307B,10233.333333333334,0.79,-21.0
145.12855650174552,-37.89223993803952,52384,52991,38823,MONASH FWY OUTBOUND OFFRAMP TO FORSTER RD,INTERSECTION,Off Ramp,SVO_Map_LTD:841||SITE DESC: MONASH FWY OUTBOUND OFFRAMP TO FORSTER RD,7139,2000F 5460B,MONASH OUT-FORSTER RAMP OF,INDET,Freeway Data Station,Between 5 and 10 Years,10,2006,7500,0,0.0,2000F 5460B,1875.0,4.0,300.0
145.12855650174552,-37.89223993803952,27105,27953,53226,MONASH FWY WB ON RAMP W OF FORSTER RD,INTERSECTION,On Ramp,FORSTER RD & MONASH FWY WB OFF RAMP & MONASH FWY WB ON RAMP,7139,2000F 5460B,MONASH OUT-FORSTER RAMP OF,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0.0,2000F 5460B,1875.0,0.0,-100.0
145.12941179719627,-37.89229357372568,41376,41883,35519,MONASH FWY EB OFF RAMP W OF FORSTER RD,INTERSECTION,Off Ramp,FORSTER RD & MONASH FWY EB OFFRAMP & MONASH FWY EB ONRAMP,7139,2000F 5460B,MONASH OUT-FORSTER RAMP OF,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0.0,2000F 5460B,1875.0,0.0,-100.0
145.15212795242232,-37.9011241536029,51449,51414,53956,MONASH FWY OUTBOUND OFFRAMP TO FERNTREE GULLY RD,INTERSECTION,Off Ramp,SVO_Map_LTD:845||SITE DESC: MONASH FWY OUTBOUND OFFRAMP TO FERNTREE GULLY RD,7141,2000F 5799B,MONASH OUT-FERNTREE GULLY RAMP OF,INDET,Freeway Data Station,Between 5 and 10 Years,10,2006,15000,0,0.0,2000F 5799B,3750.0,4.0,300.0
145.15273920057675,-37.90167350227644,19746,19116,43436,MONASH FWY SEBD THRU OVER FERNTREE GULLY RD,UNDEFINED,,MONASH FWY SOFFRAMP TO FERNTREE GULLY RD,7141,2000F 5799B,MONASH OUT-FERNTREE GULLY RAMP OF,MOTSV,Manual,Greater than 10 Years,0,0,0,0,0.0,2000F 5799B,3750.0,0.0,-100.0
145.15273920057675,-37.90167350227644,18385,18095,19282,MONASH FWY SEBD OFFRAMP TO FERNTREE GULLY RD,UNDEFINED,Off Ramp,MONASH FWY SOFFRAMP TO FERNTREE GULLY RD,7141,2000F 5799B,MONASH OUT-FERNTREE GULLY RAMP OF,MOTSV,Manual,Greater than 10 Years,0,0,0,0,0.0,2000F 5799B,3750.0,0.0,-100.0
145.05913246766022,-37.8583711878512,52906,52888,48243,MONASH FWY OUTBOUND OFFRAMP TO HIGH ST,INTERSECTION,Off Ramp,SVO_Map_LTD:836||SITE DESC: MONASH FWY OUTBOUND OFFRAMP TO HIGH ST,7152,2000F 5801B,MONASH OUT-HIGH RAMP OF,INDET,Freeway Data Station,Between 5 and 10 Years,10,2006,6200,0,0.0,2000F 5801B,2166.6666666666665,2.86,186.0
145.05943771664323,-37.85944150016239,17324,17760,18991,S.E.ARTERIAL OFF RAMP SE BD TO HIGH ST,INTERSECTION,Off Ramp,S.E.ARTERIAL OFF RAMP STO HIGH ST,7152,2000F 5801B,MONASH OUT-HIGH RAMP OF,APARX,Classification,Greater than 10 Years,19,1997,3600,0,0.0,2000F 5801B,2166.6666666666665,1.66,66.0
145.05936235459313,-37.85917298921176,28496,28509,7413,HIGH ST OFF RAMP SEBD SE OF S.E. ARTERIAL,INTERSECTION,Off Ramp,HIGH ST OFF RAMP SSE OF S.E. ARTERIAL,7152,2000F 5801B,MONASH OUT-HIGH RAMP OF,TMVMT,Manual,Greater than 10 Years,19,1997,3200,120,0.04,2000F 5801B,2166.6666666666665,1.48,48.0
145.04906263807973,-37.849952647917306,19645,19682,20879,SEF/TOORAK RD EAST OUTBOUND,INTERSECTION,All Moves,SVO_Map_LTD:423||SITE DESC: WRR/JACANA TUNNEL EAST,7151,2000F 5874B,MONASH OUT-BURKE RAMP OF,INDET,Freeway Data Station,Greater than 10 Years,18,1998,57000,0,0.0,2000F 5874B,20200.0,2.82,182.0
145.0507466475756,-37.85088695088156,18967,18497,37923,MONASH FWY OUTBOUND OFFRAMP TO BURKE RD,INTERSECTION,Off Ramp,SVO_Map_LTD:835||SITE DESC: MONASH FWY OUTBOUND OFFRAMP TO BURKE RD,7151,2000F 5874B,MONASH OUT-BURKE RAMP OF,INDET,Freeway Data Station,Between 5 and 10 Years,10,2006,3600,0,0.0,2000F 5874B,20200.0,0.18,-82.0
145.0507466475756,-37.85088695088156,53154,53949,50478,S.E.ARTERIAL ON RAMP NW OF BURKE RD,INTERSECTION,On Ramp,BURKE RD & S.E.ARTERIAL NW BD RAMPS,7151,2000F 5874B,MONASH OUT-BURKE RAMP OF,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0.0,2000F 5874B,20200.0,0.0,-100.0
145.30712552650763,-38.01594596674005,52370,52984,46942,MONASH FWY OUTBOUND OFFRAMP TO NARRE-WARREN NORTH RD,INTERSECTION,Off Ramp,SVO_Map_LTD:854||SITE DESC: MONASH FWY OUTBOUND OFFRAMP TO NARRE-WARREN NORTH RD,7153,2000F 5940B,MONASH OUT-NARRE WARREN NORTH RAMP OF,INDET,Freeway Data Station,Between 5 and 10 Years,10,2006,9400,0,0.0,2000F 5940B,8850.0,1.06,6.0
145.3080546166274,-38.01654337513138,54532,54107,55717,MONASH_FWY-OFFRAMP W OF NARRE WARREN NTH_RD,INTERSECTION,Off Ramp,MONASH FWY/NARRE WARREN NORTH RD,7153,2000F 5940B,MONASH OUT-NARRE WARREN NORTH RAMP OF,SCATS,Scats,Between 5 and 10 Years,8,2008,8300,0,0.0,2000F 5940B,8850.0,0.94,-6.0
145.23766258449933,-37.97112190080368,41980,41092,35488,MONASH FWY OFFRAMP SEBD TO HEATHERTON RD,MIDBLOCK,Off Ramp,MONASH FWY OFFRAMP STO HEATHERTON RD,7145,2000F 5970B,MONASH OUT-HEATHERTON RAMP OF,APARX,Classification,Greater than 10 Years,16,2000,13000,500,0.04,2000F 5970B,7630.0,1.7,70.0
145.23770854028177,-37.97120468786256,8596,8155,21063,S.E.ARTERIAL OFF RAMP SE BD TO HEATHERTON RD,UNDEFINED,Off Ramp,S.E.ARTERIAL OFF RAMP STO HEATHERTON RD,7145,2000F 5970B,MONASH OUT-HEATHERTON RAMP OF,APARX,Classification,Greater than 10 Years,25,1991,9700,0,0.0,2000F 5970B,7630.0,1.27,27.0
145.23837014559902,-37.97228577278294,32372,32733,12610,MONASH_FWY_OFFRAMP N OF HEATHERTON_RD,INTERSECTION,Off Ramp Left Missing,HEATHERTON RD/MONASH FWY,7145,2000F 5970B,MONASH OUT-HEATHERTON RAMP OF,SCATS,Scats,Between 2 and 5 Years,3,2013,190,0,0.0,2000F 5970B,7630.0,0.02,-98.0
145.2899702167865,-37.9996018318429,51451,51722,48245,MONASH FWY OUTBOUND OFFRAMP TO TINKS RD,INTERSECTION,Off Ramp,SVO_Map_LTD:853||SITE DESC: MONASH FWY OUTBOUND OFFRAMP TO TINKS RD,7147,2000F ERNST WANKE ROADB,MONASH OUT-ERNST WANKE RAMP OF,INDET,Freeway Data Station,Between 5 and 10 Years,10,2006,5900,0,0.0,2000F ERNST WANKE ROADB,5500.0,1.07,7.0
145.2922431159424,-37.99987315300698,50973,50895,47356,MONASH FWY OFF RAMP W OF TINKS RD,INTERSECTION,All Moves,MONASH FWY/TINKS RD,7147,2000F ERNST WANKE ROADB,MONASH OUT-ERNST WANKE RAMP OF,SCATS,Scats,Between 2 and 5 Years,3,2013,5100,0,0.0,2000F ERNST WANKE ROADB,5500.0,0.93,-7.0
145.09718150305423,-37.885123740945744,19118,19940,43750,MONASH FWY SLOW LANE WBD BTWN WARRIGAL RD AND HUNTINGDALE RD,MIDBLOCK,Incomplete Through,MONASH FWY SLOW LANE BTWN WARRIGAL RD AND HUNTINGDALE RD,7457,2000R 2070B,MONASH IN-WARRIGAL RAMP OF,IDCLS,Freeway Data Station,Greater than 10 Years,18,1998,25000,1700,0.07,2000R 2070B,9636.363636363636,2.59,159.0
145.09718150305423,-37.885123740945744,15631,15742,41660,MONASH FWY MIDDLE LANE WBD BTWN WARRIGAL RD AND HUNTINGDALE RD,MIDBLOCK,Incomplete Through,MONASH FWY SLOW LANE BTWN WARRIGAL RD AND HUNTINGDALE RD,7457,2000R 2070B,MONASH IN-WARRIGAL RAMP OF,IDCLS,Freeway Data Station,Greater than 10 Years,18,1998,23000,2700,0.12,2000R 2070B,9636.363636363636,2.39,139.0
145.09046263568695,-37.8836137609503,25917,25567,27868,S.E.ARTERIAL OFF RAMP SE OF WARRIGAL RD,INTERSECTION,Off Ramp,S.E.ARTERIAL NWBD RAMPS & WARRIGAL RD,7457,2000R 2070B,MONASH IN-WARRIGAL RAMP OF,TMVMT,Manual,Greater than 10 Years,19,1997,22000,750,0.03,2000R 2070B,9636.363636363636,2.28,128.0
145.22771215106675,-37.962121727205215,9651,9254,6165,MONASH FWY OFF RAMP NWBD TO STUD RD,INTERSECTION,Off Ramp,MONASH FWY OFF RAMP TO STUD RD,7451,2000R 2090B,MONASH IN-STUD RAMP OF,MOTSV,Manual,Between 5 and 10 Years,9,2007,14000,1500,0.11,2000R 2090B,8857.142857142857,1.58,58.0
145.22674419603524,-37.961995468579374,17316,17261,18993,S.E.ARTERIAL ON RAMP SE BD FROM STUD RD,UNDEFINED,On Ramp,S.E.ARTERIAL ON RAMP SFROM STUD RD,7451,2000R 2090B,MONASH IN-STUD RAMP OF,APARX,Classification,Greater than 10 Years,25,1991,13000,0,0.0,2000R 2090B,8857.142857142857,1.47,47.0
145.22674419603524,-37.961995468579374,17129,17849,18138,S.E.ARTERIAL OFF RAMP NW BD TO STUD RD,UNDEFINED,Off Ramp,S.E.ARTERIAL OFF RAMP NTO STUD RD,7451,2000R 2090B,MONASH IN-STUD RAMP OF,APARX,Classification,Greater than 10 Years,25,1991,12000,0,0.0,2000R 2090B,8857.142857142857,1.35,35.0
145.17305694659103,-37.92072164349828,17326,17761,18520,S.E.ARTERIAL OFF RAMP SE BD TO WELLINGTON RD,UNDEFINED,Off Ramp,S.E.ARTERIAL OFF RAMP STO WELLINGTON RD,7449,2000R 2290B,MONASH IN-WELLINGTON RAMP OF,APARX,Classification,Greater than 10 Years,25,1991,8300,0,0.0,2000R 2290B,4716.666666666667,1.76,76.0
145.17305694659103,-37.92072164349828,8320,8259,20424,S.E.ARTERIAL ON RAMP NW BD FROM WELLINGTON RD,UNDEFINED,On Ramp,S.E.ARTERIAL ON RAMP NFROM WELLINGTON RD,7449,2000R 2290B,MONASH IN-WELLINGTON RAMP OF,APARX,Classification,Greater than 10 Years,25,1991,7900,0,0.0,2000R 2290B,4716.666666666667,1.67,67.0
145.17470254434295,-37.92214426289912,42591,42722,34807,MONASH FWY INBOUND OFFRAMP TO WELLINGTON RD,INTERSECTION,Off Ramp,SVO_Map_LTD:663||SITE DESC: MONASH FWY INBOUND OFFRAMP TO WELLINGTON RD,7449,2000R 2290B,MONASH IN-WELLINGTON RAMP OF,INDET,Freeway Data Station,Between 5 and 10 Years,10,2006,7000,0,0.0,2000R 2290B,4716.666666666667,1.48,48.0
145.2570294089916,-37.99285271698548,55565,55382,52955,MONASH FWY INBOUND OFFRAMP TO SOUTH GIPPSLAND FWY,INTERSECTION,Off Ramp,SVO_Map_LTD:660||SITE DESC: MONASH FWY INBOUND OFFRAMP TO SOUTH GIPPSLAND FWY,7453,2000R 2310F,MONASH IN-SOUTH GIPPSLAND OUT RAMP OF,INDET,Freeway Data Station,Between 5 and 10 Years,10,2006,5500,0,0.0,2000R 2310F,5450.0,1.01,1.0
145.25633078317716,-37.992867361344814,47748,47733,52319,MONASH E TO S RAMP TO STHGIPP OUTBOUND,INTERSECTION,Ramp (other),SVO_Map_LTD:318||SITE DESC: EASTLINK BTW BURWOOD HWY & BORONIA RD,7453,2000R 2310F,MONASH IN-SOUTH GIPPSLAND OUT RAMP OF,INDET,Freeway Data Station,Greater than 10 Years,13,2003,5400,0,0.0,2000R 2310F,5450.0,0.99,-1.0
145.162233140619,-37.91036715593298,41260,41830,36306,MONASH FWY INBOUND OFFRAMP TO SPRINGVALE RD,INTERSECTION,Off Ramp,SVO_Map_LTD:665||SITE DESC: MONASH FWY INBOUND OFFRAMP TO SPRINGVALE RD,7459,2000R 2400B,MONASH IN-SPRINGVALE RAMP OF,INDET,Freeway Data Station,Between 5 and 10 Years,10,2006,9900,0,0.0,2000R 2400B,5916.666666666667,1.67,67.0
145.1612779061358,-37.90975927924982,17651,17984,18992,S.E.ARTERIAL ON RAMP SE BD FROM SPRINGVALE RD,UNDEFINED,On Ramp,S.E.ARTERIAL ON RAMP SFROM SPRINGVALE RD,7459,2000R 2400B,MONASH IN-SPRINGVALE RAMP OF,APARX,Classification,Greater than 10 Years,25,1991,9200,0,0.0,2000R 2400B,5916.666666666667,1.55,55.0
145.1612779061358,-37.90975927924982,18626,18735,18950,S.E.ARTERIAL OFF RAMP NW BD TO SPRINGVALE RD,UNDEFINED,Off Ramp,S.E.ARTERIAL OFF RAMP NTO SPRINGVALE RD,7459,2000R 2400B,MONASH IN-SPRINGVALE RAMP OF,APARX,Classification,Greater than 10 Years,25,1991,8900,0,0.0,2000R 2400B,5916.666666666667,1.5,50.0
145.27832359902058,-37.998514172808896,43730,43470,36069,MONASH FWY INBOUND OFFRAMP TO BELGRAVE_HALLAM RD,INTERSECTION,Off Ramp,SVO_Map_LTD:658||SITE DESC: MONASH FWY INBOUND OFFRAMP TO BELGRAVE_HALLAM RD,7454,2000R 5057B,MONASH IN-BELGRAVE-HALLAM RAMP OF,INDET,Freeway Data Station,Between 5 and 10 Years,10,2006,7000,0,0.0,2000R 5057B,6200.0,1.13,13.0
145.2759489937686,-37.99834430324769,40265,40955,34157,MONASH_FWY-OFFRAMP E OF BELGRAVE-HALLAM_RD,INTERSECTION,Off Ramp,MONASH FWY/BELGRAVE-HALLAM RD,7454,2000R 5057B,MONASH IN-BELGRAVE-HALLAM RAMP OF,SCATS,Scats,Between 2 and 5 Years,3,2013,5400,0,0.0,2000R 5057B,6200.0,0.87,-13.0
145.1098960137564,-37.887301380618425,3041,3820,21073,S.E.ARTERIAL OFF RAMP W BD TO HUNTINGDALE RD,INTERSECTION,Off Ramp,S.E.ARTERIAL OFF RAMP TO HUNTINGDALE RD,7447,2000R 5306B,MONASH IN-HUNTINGDALE RAMP OF,APARX,Classification,Greater than 10 Years,23,1993,8700,0,0.0,2000R 5306B,4766.666666666667,1.83,83.0
145.1096544044079,-37.8872475968814,20867,20061,20220,S.E.ARTERIAL FWY OFF RAMP W BD TO HUNTINGDALE RD,INTERSECTION,Off Ramp,S.E.ARTERIAL FWY OFF RAMP TO HUNTINGDALE RD,7447,2000R 5306B,MONASH IN-HUNTINGDALE RAMP OF,APARX,Classification,Greater than 10 Years,23,1993,8500,0,0.0,2000R 5306B,4766.666666666667,1.78,78.0
145.11020170777863,-37.8873714848469,17920,17571,18949,S.E.ARTERIAL OFF RAMP W BD TO HUNTINGDALE RD,UNDEFINED,Off Ramp,S.E.ARTERIAL OFF RAMP TO HUNTINGDALE RD,7447,2000R 5306B,MONASH IN-HUNTINGDALE RAMP OF,APARX,Classification,Greater than 10 Years,25,1991,8100,0,0.0,2000R 5306B,4766.666666666667,1.7,70.0
145.14547143561035,-37.895735643998975,8659,8523,29340,S.E.ARTERIAL WB ONRAMP E of BLACKBURN RD,INTERSECTION,On Ramp,BLACKBURN RD & SE ARTERIAL W-BD ON RAMP,7458,2000R 5307B,MONASH IN-BLACKBURN RAMP OF,TMVMT,Manual,Greater than 10 Years,25,1991,7800,0,0.0,2000R 5307B,2937.5,2.66,166.0
145.14547143561035,-37.895735643998975,42181,42832,34425,MONASH FWY INBOUND OFFRAMP TO BLACKBURN RD,INTERSECTION,Off Ramp,SVO_Map_LTD:667||SITE DESC: MONASH FWY INBOUND OFFRAMP TO BLACKBURN RD,7458,2000R 5307B,MONASH IN-BLACKBURN RAMP OF,INDET,Freeway Data Station,Between 5 and 10 Years,10,2006,6000,0,0.0,2000R 5307B,2937.5,2.04,104.0
145.14547143561035,-37.895735643998975,8210,8388,28339,S.E.ARTERIAL ON RAMP E BD FROM BLACKBURN RD,UNDEFINED,On Ramp,S.E.ARTERIAL ON RAMP FROM BLACKBURN RD,7458,2000R 5307B,MONASH IN-BLACKBURN RAMP OF,APARX,Classification,Greater than 10 Years,25,1991,5900,0,0.0,2000R 5307B,2937.5,2.01,101.0
145.1328847012836,-37.893439488986026,8335,8969,20423,S.E.ARTERIAL OFF RAMP W BD TO FORSTER RD,UNDEFINED,Off Ramp,S.E.ARTERIAL OFF RAMP TO FORSTER RD,7448,2000R 5460B,MONASH IN-FORSTER RAMP OF,APARX,Classification,Greater than 10 Years,25,1991,4600,0,0.0,2000R 5460B,1840.0,2.5,150.0
145.13309019608968,-37.893443532118255,52265,52691,46938,MONASH FWY INBOUND OFFRAMP TO FORSTER RD,INTERSECTION,Off Ramp,SVO_Map_LTD:669||SITE DESC: MONASH FWY INBOUND OFFRAMP TO FORSTER RD,7448,2000R 5460B,MONASH IN-FORSTER RAMP OF,INDET,Freeway Data Station,Between 5 and 10 Years,10,2006,4600,0,0.0,2000R 5460B,1840.0,2.5,150.0
145.1306623972727,-37.89354885429866,7063,7363,27545,MONASH FWY WB OFF RAMP E OF FORSTER RD,INTERSECTION,Off Ramp,FORSTER RD & MONASH FWY WB OFF RAMP & MONASH FWY WB ON RAMP,7448,2000R 5460B,MONASH IN-FORSTER RAMP OF,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0.0,2000R 5460B,1840.0,0.0,-100.0
145.054824897774,-37.8531664013469,7994,7600,22599,MONASH FWY NWB BTW BURKE RD & HIGH ST,MIDBLOCK,All Moves,MONASH FWY NBTW BURKE RD & HIGH ST,7446,2000R 5874B,MONASH IN-BURKE RAMP OF,IDCLS,Freeway Data Station,Greater than 10 Years,19,1997,51000,4300,0.08,2000R 5874B,21383.5,2.39,139.0
145.0543717096606,-37.85298967110256,10945,10086,30067,S.E.ARTERIAL E OF BURKE_RD,INTERSECTION,Left Missing,MONASH FWY/BURKE RD,7446,2000R 5874B,MONASH IN-BURKE RAMP OF,SCATS,Scats,Greater than 10 Years,22,1994,45000,0,0.0,2000R 5874B,21383.5,2.1,110.0
145.0543717096606,-37.85298967110256,33806,33600,29299,S.E.ARTERIAL E of BURKE RD,INTERSECTION,All Moves,BURKE RD & SE ARTERIAL,7446,2000R 5874B,MONASH IN-BURKE RAMP OF,TMVMT,Manual,Greater than 10 Years,27,1989,44000,0,0.0,2000R 5874B,21383.5,2.06,106.0
145.0396181447914,-37.84579138388881,42974,42791,31529,MONASH FWY NWB BTW TOORONGA RD & TOORAK RD,MIDBLOCK,All Moves,MONASH FWY NBTW TOORONGA RD & TOORAK RD,7445,2000R 5898B,MONASH IN-TOORAK RAMP OF,IDCLS,Freeway Data Station,Greater than 10 Years,18,1998,53000,4300,0.08,2000R 5898B,22233.333333333332,2.38,138.0
145.04020495239754,-37.846522163737774,24014,24314,24636,S.E.ARTERIAL S OF TOORAK_RD,INTERSECTION,Left Missing,TOORAK RD/MONASH FWY/CITYLINK/AUBURN RD,7445,2000R 5898B,MONASH IN-TOORAK RAMP OF,SCATS,Scats,Greater than 10 Years,22,1994,40000,0,0.0,2000R 5898B,22233.333333333332,1.8,80.0
